STRAIN	COUNT
CBS_134.48	212710
DFA	2
IFM_54640	251928
IFM_55763	259882
IFM_56815	251501
IFM_57143	247583
IFM_57258	395359
IFM_61612	251200
JCM22294	236276
JCM22295	411397
JCM22299	235320
JCM22302	596234
MOD1-FUNGI3	244836
MOD1-FUNGI4	245888
NASAJPL_JS3-P2	194663
NASAJPL_JS3-R1	138500
NASAJPL_S_N-302-OC-P2	183373
NASAJPL_S_N-304-OC-P1	211592
NASAJPL_S_N-308-IC-B1	249043
NASAJPL_VS_III_B_KN_t	252441
NRRL_4875	249744
RIB2036	253560
RIB2623	239154
RIB2631	245180
WU-2223L	244297
