chrom	length	bases	mean	min	max
scaffold_1	6137164	242120331	39.45	0	2078
scaffold_1_region	6137164	242120331	39.45	0	2078
scaffold_2	4972404	200191775	40.26	0	557
scaffold_2_region	4972404	200191775	40.26	0	557
scaffold_3	4857108	188776819	38.87	0	448
scaffold_3_region	4857108	188776819	38.87	0	448
scaffold_4	4183659	148353402	35.46	0	341
scaffold_4_region	4183659	148353402	35.46	0	341
scaffold_5	4154191	152384532	36.68	0	361
scaffold_5_region	4154191	152384532	36.68	0	361
scaffold_6	3981587	166802567	41.89	0	4420
scaffold_6_region	3981587	166802567	41.89	0	4420
scaffold_7	3870736	147938431	38.22	0	6855
scaffold_7_region	3870736	147938431	38.22	0	6855
scaffold_8	3291039	122123744	37.11	0	272
scaffold_8_region	3291039	122123744	37.11	0	272
scaffold_9	32403	5355697	165.28	0	872
scaffold_9_region	32403	5355697	165.28	0	872
total	35480291	1374047298	38.73	0	6855
total_region	35480291	1374047298	38.73	0	6855
